timestamp,open,high,low,close,volume
1632528000000,333.95,335.88,326.96,330.54,18.89
1632614400000,330.49,357.15,309.44,354.57,91.35
1632700800000,354.41,374.19,337.26,337.45,88.82
1632787200000,337.57,342.13,318.19,318.96,104.41
1632873600000,318.83,337.31,279.17,306.51,208.41
1632960000000,306.91,319.03,286.05,317.31,367.95
1633046400000,317.06,329.13,308.12,325.73,236.46
1633132800000,325.78,350.82,317.3,336.47,214.04
1633219200000,336.26,345.28,320.68,325.87,244.73
1633305600000,325.91,326.27,307.91,312.25,296.23
1633392000000,312.31,321.51,301.8,308.69,375.8
1633478400000,308.96,313.53,286.17,305.29,385.06
1633564800000,305.49,324.82,295.95,316.49,383.63
1633651200000,316.44,334.83,309.66,312.72,295.49
1633737600000,312.93,333.7,309.27,330.17,200.41
1633824000000,330.12,330.76,301.66,302.57,197.9
1633910400000,302.56,317.97,294.49,301.8,218.55
1633996800000,301.82,309.04,286.48,305.64,243.21
1634083200000,305.68,308.52,294.56,303.37,230.36
1634169600000,303.4,321,303.4,314.54,247.0347
1634256000000,314.42,324,299.09,315.76,289.8218
1634342400000,315.79,329.57,312.44,315.98,220.1981
1634428800000,316.22,322.54,299.91,309.71,163.4727
1634515200000,310.02,312.97,298.21,304.5,1.8526
1634601600000,304.5,309.08,300.15,305.65,1.727
1634688000000,305.67,328.61,303.15,322.56,2.4657
1634774400000,322.56,334.56,310.07,315.09,2.5024
1634860800000,315.09,327.52,310.73,314.75,1.735
1634947200000,314.73,317.01,305.6,311.03,1.8656
1635033600000,311.03,316.13,300.46,307.62,2.3719
1635120000000,307.62,322.33,305.55,321.59,2.0102
1635206400000,321.66,358.76,320.35,340.26,3.7017
1635292800000,340.53,350.83,294.13,300.87,4.45
1635379200000,301,317.66,299.36,310.51,3.4257
1635465600000,310.51,330.57,309.33,326.84,2.7558
1635552000000,326.84,327.34,310.19,317.46,2.4732
1635638400000,317.63,357.5,316.41,344.68,3.2625
1635724800000,344.68,367.67,324.02,362.74,3.3298
