timestamp,open,high,low,close,volume
978393600000,1.4956,1.5037,1.4887,1.5027,72074
978480000000,1.5014,1.5096,1.4885,1.4889,84462
978566400000,1.4894,1.5039,1.4886,1.5017,82210
978652800000,1.5014,1.5076,1.495,1.5029,127257
978912000000,1.5031,1.5104,1.4933,1.4959,87841
978998400000,1.4971,1.4978,1.4875,1.4876,65317
979084800000,1.4892,1.4945,1.4856,1.4865,109238
979171200000,1.4869,1.5012,1.4865,1.4989,58560
979257600000,1.4971,1.5029,1.4756,1.4772,90093
979603200000,1.4766,1.4791,1.4666,1.4723,81084
979689600000,1.4725,1.476,1.4689,1.4734,120500
979776000000,1.4735,1.4772,1.4689,1.4723,132888
979862400000,1.4723,1.4767,1.4629,1.4628,68696
980121600000,1.4632,1.4669,1.4515,1.465,61939
980208000000,1.465,1.474,1.4645,1.4691,137392
980294400000,1.4669,1.4683,1.4529,1.4523,148654
980380800000,1.4547,1.4629,1.4467,1.4595,137392
980467200000,1.4598,1.4689,1.4556,1.4602,81084
980726400000,1.4613,1.4642,1.4557,1.4575,38289
980812800000,1.457,1.4637,1.4556,1.4623,131761
980899200000,1.4618,1.4647,1.4578,1.4634,56308
980985600000,1.4636,1.4828,1.4632,1.4771,103607
981072000000,1.4775,1.4833,1.4647,1.4691,77705
981331200000,1.4688,1.4784,1.4685,1.4745,87841
981417600000,1.4738,1.4751,1.457,1.4593,52929
981504000000,1.4594,1.4646,1.45,1.4514,139645
981590400000,1.4516,1.4549,1.442,1.4444,59687
981676800000,1.4442,1.4498,1.4375,1.4435,147528
981936000000,1.4449,1.4553,1.4445,1.4518,120500
982022400000,1.4522,1.4576,1.4481,1.4512,87841
982108800000,1.452,1.4612,1.4511,1.4556,147528
982195200000,1.4544,1.4604,1.445,1.4488,93472
982281600000,1.4487,1.4576,1.4445,1.447,57434
982540800000,1.4467,1.4545,1.4424,1.447,119374
982627200000,1.4466,1.448,1.4311,1.4464,87841
982713600000,1.447,1.4476,1.4377,1.4422,73201
982800000000,1.4416,1.452,1.4393,1.4476,86715
982886400000,1.4468,1.4557,1.4422,1.4542,95724
983145600000,1.4538,1.4566,1.4406,1.4437,37163
983232000000,1.4439,1.4475,1.4389,1.443,120500
983318400000,1.4435,1.4501,1.4398,1.4441,100229
983404800000,1.4449,1.4579,1.4445,1.4547,122752
983491200000,1.4551,1.4764,1.4541,1.4701,88967
983750400000,1.4691,1.4728,1.4661,1.4658,93472
983836800000,1.4658,1.4687,1.4634,1.4661,148654
983923200000,1.4663,1.4725,1.4577,1.4608,65317
984009600000,1.4611,1.4703,1.4594,1.4689,82210
984096000000,1.4686,1.4749,1.4616,1.4688,118247
984355200000,1.4664,1.4696,1.4618,1.464,58560
